"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"키즈청호 어린이집",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 남부대로441번길 17-1 (고현동)키즈청호 어린이집(옥상),,경기도 오산시청,37.13535464,127.0838869,2021-08-06
"갈비명가두툼한숯불갈비",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 남부대로 352 (원동)1동,,경기도 오산시청,37.13540311,127.0743027,2021-08-06
"오산수치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 남부대로 419, 2층 (고현동)",경기도 오산시 고현동 25,경기도 오산시청,37.13546288,127.0820412,2021-08-06
"무쏘 고현점",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 남부대로 418 (고현동)A동 1층,,경기도 오산시청,37.13554868,127.0813717,2021-08-06
"서울메디의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 남부대로 411-12, 2층 201호 (고현동)",,경기도 오산시청,37.13585459,127.0820192,2021-08-06
"오산제일교회 어린이놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 오산로 111 (오산동),,경기도 오산시청,37.13659928,127.0679865,2021-08-06
365종합의원,부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 133, 오렌지팩토리아울렛 1층 (원동)",경기도 오산시 원동 423-1,경기도 오산시청,37.13674837,127.0727483,2021-08-06
"포인트치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 141, 2층 (원동)",경기도 오산시 원동 419-6,경기도 오산시청,37.13720453,127.0729746,2021-08-06
"원동 제3어린이공원 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,,경기도 오산시 원동 641-5,경기도 오산시청,37.13734137,127.0839042,2021-08-06
"원동푸르지오(꿈동산)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 남부대로 411-15 (원동),경기도 오산시 원동 826-1,경기도 오산시청,37.13747344,127.0822833,2021-08-06
"원동푸르지오(기린)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 남부대로 411-15 (원동),경기도 오산시 원동 826-1,경기도 오산시청,37.13747344,127.0822833,2021-08-06
"오산현대정형외과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 152, 2층 (원동, 농협)",,경기도 오산시청,37.13802787,127.0737737,2021-08-06
"문소아청소년과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 153, B동 402호 (원동, 신한프라자)",경기도 오산시 원동 404-1,경기도 오산시청,37.13831653,127.0731095,2021-08-06
"햇살마루도서관",부지를 포함한 모든구역,경기도,오산시,도서관,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 오산로 132번길 28-6,경기도 오산시 원동 404-8,경기도 오산시청,37.13835719,127.071757,2021-08-06
"대림e-편한세상 2단지(207동)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로132번길 10 (원동, 대림이편한세상2단지)",,경기도 오산시청,37.13837348,127.0692109,2021-08-06
"대림e-편한세상 2단지(210동)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 오산로132번길 10 (원동，대림이편한세상2단지),,경기도 오산시청,37.13837348,127.0692109,2021-08-06
"대림e-편한세상 2단지(217동)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로132번길 10 (원동, 대림이편한세상2단지)",,경기도 오산시청,37.13837348,127.0692109,2021-08-06
"원동근린공원 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,,경기도 오산시 원동 404-7,경기도 오산시청,37.13837925,127.0710297,2021-08-06
"고신경외과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 154, 3층 (원동, 랜드웨딩문화원뷔패)",경기도 오산시 원동 391-1,경기도 오산시청,37.13849384,127.0738675,2021-08-06
"연세준치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 154, 401호 (원동, 패션폴라리스)",경기도 오산시 원동 391-1,경기도 오산시청,37.13849384,127.0738675,2021-08-06
"오산산부인과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 154, 5층 (원동, 패션폴라리스)",경기도 오산시 원동 391-1,경기도 오산시청,37.13849384,127.0738675,2021-08-06
"경희바른한의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 154, 패션 폴라리스 3층 1호 (원동)",경기도 오산시 원동 391-1,경기도 오산시청,37.13849384,127.0738675,2021-08-06
"시립남부어린이집 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 오산로132번길 28-5 (원동),경기도 오산시 원동 404-10,경기도 오산시청,37.13856423,127.0723791,2021-08-06
"연세e편한치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 155, 301호 (원동)",경기도 오산시 원동 360-17,경기도 오산시청,37.13864569,127.0731109,2021-08-06
"두리이비인후과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 155, 302,303,304,403호 (원동, 신한프라자A)",경기도 오산시 원동 360-17,경기도 오산시청,37.13864569,127.0731109,2021-08-06
"연세드림안과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 155, 402호 (원동, 신한프라자 에이)",경기도 오산시 원동 360-17,경기도 오산시청,37.13864569,127.0731109,2021-08-06
"연세올리브치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로132번길 36, 302호 (원동, 대림프라자 )",경기도 오산시 원동 404-15,경기도 오산시청,37.13865323,127.072726,2021-08-06
"아이미즈한의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로132번길 36, 303호 (원동, 대림프라자)",경기도 오산시 원동 404-15,경기도 오산시청,37.13865323,127.072726,2021-08-06
KS건영아느칸빌 102동앞 놀이터,부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 밀머리로 35 (원동),,경기도 오산시청,37.13870393,127.0753582,2021-08-06
"태영 놀이터(103동)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 동부대로 407-10 (원동, 태영)",,경기도 오산시청,37.13884898,127.077209,2021-08-06
"태영 놀이터(과학탐구시설 101동)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 동부대로 407-10 (원동, 태영)",,경기도 오산시청,37.13884898,127.077209,2021-08-06
"지움어린이집놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 누읍로46번길 21 (누읍동),경기도 오산시 누읍동626-2,경기도 오산시청,37.13983633,127.0529934,2021-08-06
"한주 놀이터(102동 옆)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 동부대로 429-9 (원동, 한주)",,경기도 오산시청,37.13995983,127.0773142,2021-08-06
"한주 놀이터(기계실 옆)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 동부대로 429-9 (원동, 한주)",,경기도 오산시청,37.13995983,127.0773142,2021-08-06
"오산 누읍 휴먼시아 113동앞 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 누읍로 20,경기도 오산시 누읍동621,경기도 오산시청,37.1400115,127.0517536,2021-08-06
"오산 누읍 휴먼시아 109동앞 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 누읍로 20,경기도 오산시 누읍동621,경기도 오산시청,37.1400115,127.0517536,2021-08-06
"오산 누읍 휴먼시아 106동앞 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 누읍로 20,경기도 오산시 누읍동621,경기도 오산시청,37.1400115,127.0517536,2021-08-06
"오산 누읍 휴먼시아 유아놀이터(110동)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 누읍로 20,경기도 오산시 누읍동621,경기도 오산시청,37.1400115,127.0517536,2021-08-06
"아이fun어린이집",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 수목원로49번길 49 (누읍동),경기도 오산시 누읍동502-4,경기도 오산시청,37.14002512,127.0494119,2021-08-06
"대림e-편한세상 1단지 101동뒤 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로160번길 14 (원동, 대림이편한세상1단지)",,경기도 오산시청,37.14026631,127.0713891,2021-08-06
"대림e-편한세상 1단지 102동 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로160번길 14 (원동, 대림이편한세상1단지)",,경기도 오산시청,37.14026631,127.0713891,2021-08-06
"대림e-편한세상 1단지 111동뒤 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로160번길 14 (원동, 대림이편한세상1단지)",,경기도 오산시청,37.14026631,127.0713891,2021-08-06
"이호수내과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 174, 304,305호 (원동, 다모아프라자)",경기도 오산시 원동 372-1,경기도 오산시청,37.14027925,127.073793,2021-08-06
"연세우리소아청소년과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 178, 302호 (원동, 비젼탑)",경기도 오산시 원동 374-4,경기도 오산시청,37.14064303,127.0739045,2021-08-06
"명인치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 178, 303호 (원동, 비전탑오피스텔)",경기도 오산시 원동 374-4,경기도 오산시청,37.14064303,127.0739045,2021-08-06
"센트린치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 178, 비전탑 201-1호 (원동)",경기도 오산시 원동 374-4,경기도 오산시청,37.14064303,127.0739045,2021-08-06
"토마토의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 178, 비전탑 2층 (원동)",경기도 오산시 원동 374-4,경기도 오산시청,37.14064303,127.0739045,2021-08-06
"자연어린이집 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 동부대로436번길 29 (원동),경기도 오산시 원동 621,경기도 오산시청,37.14081102,127.0812947,2021-08-06
"다선한의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 발안로 1356-3, 3층 (누읍동, 세란빌딩)",경기도 오산시 누읍동 532,경기도 오산시청,37.14107881,127.0476676,2021-08-06
"이치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 밀머리로 8 (원동),경기도 오산시 원동 373-4,경기도 오산시청,37.14115446,127.0737769,2021-08-06
"맑음터 공원 물놀이장",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 오산천로 72 (오산동),경기도 오산시 오산동 750,경기도 오산시청,37.14126173,127.0639341,2021-08-06
"오산한국병원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 밀머리로1번길 16 (원동),경기도 오산시 원동 560-70,경기도 오산시청,37.14133998,127.0755038,2021-08-06
"한마음치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 발안로 1358 (누읍동),경기도 오산시 누읍동 445,경기도 오산시청,37.14136735,127.0476323,2021-08-06
"로덴부부치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 164, 401호 (원동, 양우프라자)",경기도 오산시 원동845,경기도 오산시청,37.14146807,127.0690764,2021-08-06
"참정형외과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 164, 4층 (원동, 양우프라자)",경기도 오산시 원동 845,경기도 오산시청,37.14146807,127.0690764,2021-08-06
"누읍어린이공원 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,,경기도 오산시 누읍동 623,경기도 오산시청,37.14156688,127.0536544,2021-08-06
"누읍어린이공원 유아놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,,경기도 오산시 누읍동 623,경기도 오산시청,37.14157364,127.0536572,2021-08-06
"오늘은치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 187, 3층 (원동)",,경기도 오산시청,37.14158099,127.073109,2021-08-06
"청담맥의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 187, 3층 (원동)",경기도 오산시 원동 373-1,경기도 오산시청,37.14158099,127.073109,2021-08-06
"속편한내과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 187, 4층 (원동)",경기도 오산시 원동 373-1,경기도 오산시청,37.14158099,127.073109,2021-08-06
"송철용의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 발안로 1355 (누읍동, 이림아파트상가)",경기도 오산시 누읍동 559-10,경기도 오산시청,37.14159653,127.0472876,2021-08-06
"오산원동주공 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 밀머리로1번길 3 (원동),경기도 오산시 원동 299-8,경기도 오산시청,37.14172257,127.0745178,2021-08-06
"함소아한의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 189, 201,202호 (원동, 메딕프라자)",,경기도 오산시청,37.1417853,127.0730356,2021-08-06
"킹콩치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 189, 6층 (원동, 메딕프라자)",경기도 오산시 원동 333-18,경기도 오산시청,37.1417853,127.0730356,2021-08-06
"오산다원의료소비자생활협동조합 오산내과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 189, 7,8층 (원동)",,경기도 오산시청,37.1417853,127.0730356,2021-08-06
"한양수자인 102동앞 어린이놀이터2",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 부원로87번길 19 (원동, 한양수자인)",,경기도 오산시청,37.14180976,127.0865084,2021-08-06
"한양수자인 104동앞 어린이놀이터1",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 부원로87번길 19 (원동, 한양수자인)",,경기도 오산시청,37.14180976,127.0865084,2021-08-06
"한양수자인 어린이집 옆 유아놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 부원로87번길 19 (원동, 한양수자인)",,경기도 오산시청,37.14180976,127.0865084,2021-08-06
"한라그린타운 101동앞 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 누읍로 17 (누읍동, 한라그린타운)",경기도 오산시 누읍동 438,경기도 오산시청,37.14217261,127.0483303,2021-08-06
"한라그린타운 109동앞 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 누읍로 17 (누읍동, 한라그린타운)",경기도 오산시 누읍동 438,경기도 오산시청,37.14217261,127.0483303,2021-08-06
"한라그린타운 관리동앞 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 누읍로 17 (누읍동, 한라그린타운)",경기도 오산시 누읍동 438,경기도 오산시청,37.14217261,127.0483303,2021-08-06
"오산미소치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 발안로 1367, 201호 (누읍동)",경기도 오산시 누읍동 431-1,경기도 오산시청,37.14227553,127.047853,2021-08-06
"그린힐의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 발안로 1367, 202호 (누읍동)",,경기도 오산시청,37.14227553,127.047853,2021-08-06
"이림(101동)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 발안로 1353-8 (누읍동),경기도 오산시 누읍동 561-1,경기도 오산시청,37.14240662,127.0472157,2021-08-06
"이림(102동)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 발안로 1353-8 (누읍동),경기도 오산시 누읍동 561-1,경기도 오산시청,37.14240662,127.0472157,2021-08-06
"초평도서관",부지를 포함한 모든구역,경기도,오산시,도서관,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 발안로 1353-11,경기도 오산시 누읍동 561,경기도 오산시청,37.14246752,127.0465461,2021-08-06
"푸주옥(오산점)",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 원동로 62 (원동)1층,,경기도 오산시청,37.14253664,127.0758467,2021-08-06
"리틀램어린이집",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 음양1길 10-52 (벌음동),,경기도 오산시청,37.14258993,127.035198,2021-08-06
"오산대원 102동 앞 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 부원로 67-6 (원동),경기도 오산시 원동 30,경기도 오산시청,37.14269646,127.0878904,2021-08-06
"오산대원 107동 앞 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 부원로 67-6 (원동),경기도 오산시 원동 30,경기도 오산시청,37.14269646,127.0878904,2021-08-06
"신동아2차 201동앞놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 초평로 84-4 (서동, 신동아2차)",,경기도 오산시청,37.14311111,127.0440706,2021-08-06
"신동아2차 203동앞 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 초평로 84-4 (서동, 신동아2차)",,경기도 오산시청,37.14311111,127.0440706,2021-08-06
"신동아2차 207동옆 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 초평로 84-4 (서동, 신동아2차)",,경기도 오산시청,37.14311111,127.0440706,2021-08-06
"엠비여성의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 185, 2,3층 (오산동)",경기도 오산시 오산동 883-6,경기도 오산시청,37.14338108,127.068357,2021-08-06
"더팔레트 실내놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 운천로 7 (원동)201호~206호,,경기도 오산시청,37.1434079,127.0741095,2021-08-06
"서울어린이병원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 경기대로 209 (원동),경기도 오산시 원동 789-12,경기도 오산시청,37.14342456,127.0731005,2021-08-06
"안창욱항외과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 209, 2층 201호 (원동)",경기도 오산시 원동 789-12,경기도 오산시청,37.14342456,127.0731005,2021-08-06
"아이숲치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 209, 3층 (원동)",경기도 오산시 원동 789-12,경기도 오산시청,37.14342456,127.0731005,2021-08-06
"이안치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 199, 301호 (오산동, 동양프라자)",경기도 오산시 오산동 881-7,경기도 오산시청,37.14470269,127.0683035,2021-08-06
"연세으뜸정형외과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 199, 401~403호 (오산동)",경기도 오산시 오산동 881-7,경기도 오산시청,37.14470269,127.0683035,2021-08-06
"운암 제6어린이공원 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운천로 16-22 (원동, 운암주공6단지)",,경기도 오산시청,37.14485029,127.0775357,2021-08-06
"운암6단지 놀이터1",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 운천로 16-22 (원동),경기도 오산시 원동 815-4,경기도 오산시청,37.14485029,127.0775357,2021-08-06
"운암6단지 놀이터2",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 운천로 16-22 (원동),경기도 오산시 원동 815-4,경기도 오산시청,37.14485029,127.0775357,2021-08-06
"신동아 1차  놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 초평로 35 (서동, 신동아1차)",,경기도 오산시청,37.14502725,127.0427421,2021-08-06
"사암일침한의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 오산로 206 (오산동),,경기도 오산시청,37.14519814,127.0686978,2021-08-06
"참사랑내과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 206, 2층 201,202호 (원동)",,경기도 오산시청,37.14519814,127.0686978,2021-08-06
"마이홈치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 206, 3,4층 (원동, 정화프라자)",,경기도 오산시청,37.14519814,127.0686978,2021-08-06
"행복주는의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 206, 302호 (원동)",경기도 오산시 원동 777-20,경기도 오산시청,37.14519814,127.0686978,2021-08-06
"남해의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 역광장로 54 (오산동),"경기도 오산시 오산동 881-24(2층,3층)",경기도 오산시청,37.14521849,127.0677897,2021-08-06
"가수 제1어린이공원 놀이터",부지를 포함한 모든구역,경기도,오산시,어린이놀이시설,국민건강증진법제9조,,100000,031-8036-6083,,경기도 오산시 가수동113-2,경기도 오산시청,37.14523308,127.0510963,2021-08-06
"푸른치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 역광장로 55 (오산동),경기도 오산시 오산동 603-33,경기도 오산시청,37.14536005,127.0674532,2021-08-06
"한솔비뇨기과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 역광장로 55, 동일빌딩 4층 (오산동)",경기도 오산시 오산동 603-33,경기도 오산시청,37.14536005,127.0674532,2021-08-06
"연세안과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 209, 1층 102호 (오산동)",경기도 오산시 오산동 881-16,경기도 오산시청,37.14540342,127.0681999,2021-08-06
"연세밀레니엄치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 209, 3층 (오산동)",경기도 오산시 오산동 881-16,경기도 오산시청,37.14540342,127.0681999,2021-08-06
"서현석정형외과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 209, 4,9층 (오산동)",,경기도 오산시청,37.14540342,127.0681999,2021-08-06
"항편한외과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 209, 5층 (오산동)",경기도 오산시 오산동 881-16,경기도 오산시청,37.14540342,127.0681999,2021-08-06
"강남성형외과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 209, 6층 (오산동)",경기도 오산시 오산동 881-16,경기도 오산시청,37.14540342,127.0681999,2021-08-06
"유노부부치과의원",부지를 포함한 모든구역,경기도,오산시,병의원,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 오산로 210 (원동),경기도 오산시 원동 777-22,경기도 오산시청,37.1455547,127.0688438,2021-08-06
